,Age,Attrition,BusinessTravel,daily_rate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,monthly_income,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,total_working_years,TrainingTimesLastYear,WorkLifeBalance,years_at_company,YearsInCurrentRole,YearsSinceLastPromotion,years_with_current_manager
1162,28,No,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,No,22,4,2,0,1,5,3,1,0,0,0
1163,55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,No,18,3,2,1,23,4,3,3,2,1,2
1164,32,No,Travel_Frequently,1318,Sales,10,4,Marketing,4,Male,79,3,2,Sales Executive,4,Single,4648,26075,8,No,13,3,3,0,4,2,4,0,0,0,0
1165,42,No,Non-Travel,926,Research & Development,21,2,Medical,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265,16439,2,No,16,3,2,1,11,5,3,5,3,0,2
1166,41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,No,18,3,3,0,8,5,3,8,7,7,7
1167,22,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,Male,69,3,1,Research Scientist,3,Married,2773,12145,0,No,20,4,4,0,3,3,3,2,2,2,2
1168,30,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,4,Male,38,1,1,Laboratory Technician,3,Married,3833,24375,3,No,21,4,3,2,7,2,3,2,2,0,2
1169,33,No,Travel_Rarely,1075,Human Resources,3,2,Human Resources,4,Male,57,3,1,Human Resources,2,Divorced,2277,22650,3,Yes,11,3,3,1,7,4,4,4,3,0,3
1170,25,Yes,Travel_Rarely,867,Sales,19,2,Marketing,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,1,Yes,18,3,3,3,1,2,3,1,0,0,0
1171,41,No,Travel_Rarely,549,Research & Development,7,2,Medical,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,No,14,3,2,0,8,6,3,2,2,2,1
1172,26,No,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,2570,11925,1,No,20,4,3,0,7,5,3,7,7,5,7
1173,45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,9756,6595,4,No,21,4,3,2,9,2,4,5,0,0,3
1174,32,No,Travel_Rarely,334,Research & Development,5,2,Life Sciences,1,Male,80,4,1,Research Scientist,2,Divorced,3298,15053,0,Yes,12,3,4,2,7,5,2,6,2,0,5
1175,32,Yes,Travel_Rarely,1045,Sales,4,4,Medical,4,Male,32,1,3,Sales Executive,4,Married,10400,25812,1,No,11,3,3,0,14,2,2,14,8,9,8
1176,37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,2,Female,65,3,2,Manufacturing Director,2,Married,6447,15701,6,No,12,3,2,1,8,2,2,6,5,4,3
1177,25,No,Travel_Rarely,266,Research & Development,1,3,Medical,4,Female,40,3,1,Research Scientist,2,Single,2096,18830,1,No,18,3,4,0,2,3,2,2,2,2,1
1178,36,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,Male,80,4,2,Laboratory Technician,1,Married,5562,19711,3,Yes,13,3,4,1,9,3,3,3,2,0,2
1179,43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,2437,15587,9,Yes,16,3,4,1,6,4,3,1,0,0,0
1180,37,No,Travel_Frequently,663,Research & Development,11,3,Other,2,Male,47,3,3,Research Director,4,Divorced,12185,10056,1,Yes,14,3,3,3,10,1,3,10,8,0,7
1181,21,No,Travel_Rarely,996,Research & Development,3,2,Medical,4,Male,100,2,1,Research Scientist,3,Single,3230,10531,1,No,17,3,1,0,3,4,4,3,2,1,0
1182,37,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,4,Female,42,3,1,Research Scientist,4,Single,2115,15881,1,No,12,3,2,0,17,3,3,17,12,5,7
1183,42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14
1184,27,No,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,4,Female,53,3,1,Laboratory Technician,4,Single,2379,19826,0,Yes,14,3,3,0,6,3,2,5,4,0,2
1185,39,No,Travel_Rarely,613,Research & Development,6,1,Medical,4,Male,42,2,3,Healthcare Representative,1,Married,9991,21457,4,No,15,3,1,1,9,5,3,7,7,1,7
1186,29,No,Travel_Rarely,153,Research & Development,15,2,Life Sciences,4,Female,49,2,2,Laboratory Technician,3,Single,4193,12682,0,Yes,12,3,4,0,10,3,3,9,5,0,8
1187,31,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Yes,18,3,2,0,12,3,2,7,7,7,7
1188,45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,3,Female,30,3,2,Sales Executive,1,Divorced,5006,6319,4,Yes,11,3,1,1,9,3,4,5,4,0,3
1189,47,No,Non-Travel,1169,Research & Development,14,4,Technical Degree,3,Male,64,3,2,Research Scientist,2,Married,5467,2125,8,No,18,3,3,1,16,4,4,8,7,1,7
1190,23,No,Travel_Rarely,571,Research & Development,12,2,Other,4,Male,78,3,1,Laboratory Technician,4,Single,2647,13672,1,No,13,3,3,0,5,6,4,5,2,1,4
1191,37,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,No,14,3,4,1,17,2,4,1,0,0,0
1192,51,No,Travel_Rarely,1169,Research & Development,7,4,Medical,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,No,17,3,3,0,10,2,3,1,0,0,0
1193,57,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Yes,16,3,2,1,12,2,1,5,3,1,4
1194,54,No,Travel_Rarely,397,Human Resources,19,4,Medical,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,No,15,3,3,1,16,1,4,9,7,7,1
1195,39,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,4,Female,80,2,2,Healthcare Representative,3,Single,4553,20978,1,No,11,3,1,0,20,4,3,20,7,11,10
1196,23,No,Travel_Rarely,650,Research & Development,9,1,Medical,2,Male,37,3,1,Laboratory Technician,1,Married,2500,4344,1,No,14,3,4,1,5,2,4,4,3,0,2
1197,37,No,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,No,13,3,3,2,9,2,3,6,2,1,3
1198,25,No,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,Male,93,4,2,Sales Executive,3,Married,6232,12477,2,No,11,3,2,0,6,3,2,3,2,1,2
1199,30,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,3,Male,33,3,3,Sales Executive,2,Married,9250,17799,3,No,12,3,2,1,9,3,3,4,2,1,3
1200,48,No,Travel_Frequently,365,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,15202,5602,2,No,25,4,2,1,23,3,3,2,2,2,2
1201,49,No,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,2,Male,42,3,5,Research Director,4,Married,19161,13738,3,No,15,3,4,0,28,3,3,5,4,4,3
1202,45,No,Travel_Rarely,1316,Research & Development,29,3,Medical,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,No,13,3,2,0,9,2,2,6,5,0,3
1203,36,Yes,Travel_Rarely,530,Sales,3,1,Life Sciences,3,Male,51,2,3,Sales Executive,4,Married,10325,5518,1,Yes,11,3,1,1,16,6,3,16,7,3,7
1204,40,No,Non-Travel,458,Research & Development,16,2,Life Sciences,3,Male,74,3,1,Research Scientist,3,Divorced,3544,8532,9,No,16,3,2,1,6,0,3,4,2,0,0
1205,40,No,Non-Travel,1142,Research & Development,8,2,Life Sciences,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Yes,18,3,3,0,8,2,3,2,2,2,2
1206,45,No,Travel_Rarely,1329,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,No,19,3,1,2,10,3,3,10,7,3,9
1207,35,No,Non-Travel,1180,Research & Development,2,2,Medical,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,24442,2,No,14,3,3,1,15,6,3,7,7,1,7
1208,35,No,Travel_Rarely,1142,Research & Development,23,4,Medical,3,Female,30,3,1,Laboratory Technician,1,Married,4014,16002,3,Yes,15,3,3,1,4,3,3,2,2,2,2
1209,36,No,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,No,22,4,1,1,7,2,3,1,0,0,0
1210,50,No,Travel_Frequently,809,Sales,12,3,Marketing,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,No,11,3,4,0,16,3,3,2,2,2,1
1211,35,No,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,4,Female,51,3,2,Healthcare Representative,4,Married,4014,19170,1,Yes,25,4,4,1,10,2,1,10,6,0,7
1212,42,No,Non-Travel,179,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,No,16,3,1,1,10,3,4,4,3,0,3
1213,33,No,Travel_Frequently,553,Research & Development,5,4,Life Sciences,4,Female,74,3,3,Manager,2,Married,11878,23364,6,No,11,3,2,2,12,2,3,10,6,8,8
1214,39,No,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,4,Female,42,2,2,Human Resources,4,Married,5204,7790,8,No,11,3,3,2,13,2,3,5,4,0,4
1215,35,No,Travel_Frequently,482,Research & Development,4,4,Life Sciences,3,Male,87,3,2,Research Scientist,3,Single,4249,2690,1,Yes,11,3,2,0,9,3,3,9,6,1,1
1216,40,No,Travel_Rarely,1342,Sales,9,2,Medical,1,Male,47,3,2,Sales Executive,1,Married,5473,19345,0,No,12,3,4,0,9,5,4,8,4,7,1
1217,35,No,Non-Travel,1097,Research & Development,11,2,Medical,3,Male,79,2,3,Healthcare Representative,1,Married,9884,8302,2,Yes,13,3,3,1,10,3,3,4,0,2,3
1218,20,No,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,No,17,3,4,0,2,2,3,2,1,2,2
1219,51,No,Travel_Frequently,237,Sales,9,3,Life Sciences,4,Male,83,3,5,Manager,2,Divorced,19847,19196,4,Yes,24,4,1,1,31,5,2,29,10,11,10
1220,34,No,Travel_Rarely,971,Sales,1,3,Technical Degree,4,Male,64,2,3,Sales Executive,3,Married,7083,12288,1,Yes,14,3,4,0,10,3,3,10,9,8,6
1221,35,No,Travel_Frequently,664,Research & Development,1,3,Medical,2,Male,79,3,1,Research Scientist,1,Married,2194,5868,4,No,13,3,4,1,5,2,2,3,2,1,2
1222,33,Yes,Travel_Rarely,813,Research & Development,14,3,Medical,3,Male,58,3,1,Laboratory Technician,4,Married,2436,22149,5,Yes,13,3,3,1,8,2,1,5,4,0,4
1223,52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Yes,12,3,2,2,18,3,3,10,9,6,9
1224,52,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,4,Female,82,3,2,Laboratory Technician,3,Married,3149,21821,8,No,20,4,2,1,9,3,3,5,2,1,4
1225,36,No,Travel_Rarely,938,Research & Development,2,4,Medical,3,Male,79,3,1,Laboratory Technician,3,Single,2519,12287,4,No,21,4,3,0,16,6,3,11,8,3,9
1226,27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,No,19,3,4,3,3,4,3,3,2,1,2
1227,39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,5042,3140,0,No,13,3,4,0,10,2,1,9,2,3,8
1228,34,No,Travel_Rarely,628,Research & Development,8,3,Medical,2,Male,82,4,2,Laboratory Technician,3,Married,4404,10228,2,No,12,3,1,0,6,3,4,4,3,1,2
1229,33,No,Travel_Rarely,924,Research & Development,2,3,Medical,3,Male,78,3,1,Laboratory Technician,4,Single,2496,6670,4,No,11,3,4,0,7,3,3,1,1,0,0
1230,34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1,No,12,3,4,1,10,4,2,10,9,8,8
1231,28,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,Female,67,1,1,Research Scientist,2,Single,2216,3872,7,Yes,13,3,4,0,10,4,3,7,7,3,7
1232,18,No,Non-Travel,287,Research & Development,5,2,Life Sciences,2,Male,73,3,1,Research Scientist,4,Single,1051,13493,1,No,15,3,4,0,0,2,3,0,0,0,0
1233,38,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,3,Male,81,3,2,Manufacturing Director,2,Married,4855,7653,4,No,11,3,1,2,7,2,3,5,2,1,4
1234,34,No,Travel_Rarely,1239,Sales,13,4,Medical,4,Male,39,3,3,Sales Executive,3,Divorced,8628,22914,1,No,18,3,3,1,9,2,2,8,7,1,1
1235,30,No,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,No,11,3,3,2,12,4,3,12,9,6,10
1236,45,No,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,No,18,3,1,1,24,2,3,24,9,9,11
1237,21,Yes,Travel_Rarely,1427,Research & Development,18,1,Other,4,Female,65,3,1,Research Scientist,4,Single,2693,8870,1,No,19,3,1,0,1,3,2,1,0,0,0
1238,31,No,Travel_Rarely,616,Research & Development,12,3,Medical,4,Female,41,3,2,Healthcare Representative,4,Married,5855,17369,0,Yes,11,3,3,2,10,2,1,9,7,8,5
1239,44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,No,14,3,4,1,24,1,3,20,6,3,6
1240,36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,No,14,3,3,1,7,4,3,7,7,1,7
1241,55,Yes,Travel_Rarely,267,Sales,13,4,Marketing,1,Male,85,4,4,Sales Executive,3,Single,13695,9277,6,Yes,17,3,3,0,24,2,2,19,7,3,8
1242,35,No,Travel_Rarely,670,Research & Development,10,4,Medical,1,Female,51,3,2,Healthcare Representative,3,Single,6142,4223,3,Yes,16,3,3,0,10,4,3,5,2,0,4
1243,26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,4,Female,69,3,1,Human Resources,2,Married,2148,6889,0,Yes,11,3,3,0,6,3,3,5,1,1,4
1244,29,Yes,Travel_Frequently,746,Sales,24,3,Technical Degree,3,Male,45,4,1,Sales Representative,1,Single,1091,10642,1,No,17,3,4,0,1,3,3,1,0,0,0
1245,27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,0,No,11,3,2,1,5,3,3,4,3,0,2
1246,25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,4,Male,57,4,2,Sales Executive,2,Married,4851,15678,0,No,22,4,3,1,4,4,3,3,2,1,2
1247,34,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,2,Female,72,4,1,Research Scientist,4,Single,3280,13551,2,No,16,3,3,0,10,2,3,4,2,1,3
1248,50,No,Travel_Rarely,1126,Research & Development,1,2,Medical,4,Male,66,3,4,Research Director,4,Divorced,17399,6615,9,No,22,4,3,1,32,1,2,5,4,1,3
1249,26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2
1250,40,No,Travel_Rarely,1202,Research & Development,2,1,Medical,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377,13888,5,No,20,4,2,3,15,0,3,12,11,11,8
1251,56,No,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,Female,90,3,1,Research Scientist,1,Married,2066,10494,2,No,22,4,4,1,5,3,4,3,2,1,0
1252,21,No,Travel_Rarely,546,Research & Development,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,No,18,3,3,0,3,2,3,2,2,2,2
1253,31,No,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,Male,54,3,1,Sales Representative,3,Married,3067,6393,0,No,19,3,3,1,3,1,3,2,2,1,2
1254,33,No,Non-Travel,750,Sales,22,2,Marketing,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,No,13,3,1,1,8,2,4,7,7,0,7
1255,38,No,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,No,16,3,1,1,8,2,3,2,2,2,2
1256,35,No,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,1,No,19,3,4,0,11,3,1,11,8,3,3
1257,29,No,Travel_Rarely,1370,Research & Development,3,1,Medical,2,Male,87,3,1,Laboratory Technician,1,Single,4723,16213,1,Yes,18,3,4,0,10,3,3,10,9,1,5
1258,38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,No,15,3,4,2,19,4,4,13,11,2,9
1259,33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,4,Male,90,4,1,Research Scientist,1,Married,3143,6076,6,No,19,3,2,1,14,1,3,10,8,7,6
1260,27,No,Travel_Rarely,954,Sales,9,3,Marketing,4,Male,44,3,2,Sales Executive,4,Single,4105,5099,1,No,14,3,1,0,7,5,3,7,7,0,7
1261,37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1
1262,56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,No,11,3,4,3,36,0,2,7,7,7,7
1263,34,Yes,Non-Travel,967,Research & Development,16,4,Technical Degree,4,Male,85,1,1,Research Scientist,1,Married,2307,14460,1,Yes,23,4,2,1,5,2,3,5,2,3,0
1264,50,No,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Yes,19,3,1,0,28,1,2,8,3,0,7
1265,56,Yes,Travel_Rarely,441,Research & Development,14,4,Life Sciences,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,9,Yes,18,3,1,3,7,2,3,5,4,4,3
1266,26,No,Travel_Rarely,841,Research & Development,6,3,Other,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,No,19,3,3,0,5,3,2,5,4,4,3
1267,18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,2,Male,69,3,1,Sales Representative,2,Single,1878,8059,1,Yes,14,3,4,0,0,3,3,0,0,0,0
1268,30,No,Travel_Frequently,160,Research & Development,3,3,Medical,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,No,20,4,3,1,1,2,3,1,0,0,0
1269,28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,2
1270,31,Yes,Travel_Rarely,330,Research & Development,22,4,Medical,4,Male,98,3,2,Manufacturing Director,3,Married,6179,21057,1,Yes,15,3,4,2,10,3,2,10,2,6,7
1271,44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Yes,19,3,2,1,9,2,3,8,7,6,7
1272,29,No,Non-Travel,746,Sales,2,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,No,14,3,1,1,4,3,2,4,3,0,2
1273,35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,No,14,3,4,0,9,3,3,3,2,0,2
1274,30,No,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,2,Male,75,2,1,Research Scientist,4,Divorced,3761,2373,9,No,12,3,2,1,10,3,2,5,4,0,3
1275,50,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Yes,18,3,4,1,22,2,3,12,11,1,5
1276,34,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,3,Male,56,2,2,Human Resources,2,Married,4490,21833,4,No,11,3,4,2,14,5,4,10,9,1,8
1277,51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,Female,53,3,3,Manager,3,Married,13116,22984,2,No,11,3,4,0,15,2,3,2,2,2,2
1278,39,No,Travel_Rarely,835,Research & Development,19,4,Other,4,Male,41,3,2,Research Scientist,4,Divorced,3902,5141,8,No,14,3,2,3,7,2,3,2,2,2,2
1279,41,Yes,Travel_Rarely,1102,Sales,1,2,Life Sciences,2,Female,94,3,2,Sales Executive,4,Single,5993,19479,8,Yes,11,3,1,0,8,0,1,6,4,0,5
1280,46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465,15596,3,No,12,3,4,1,23,3,3,12,9,4,9
1281,25,Yes,Travel_Frequently,599,Sales,24,1,Life Sciences,3,Male,73,1,1,Sales Representative,4,Single,1118,8040,1,Yes,14,3,4,0,1,4,3,1,0,1,0
1282,55,No,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,4,Male,30,3,2,Healthcare Representative,3,Married,4035,16143,0,Yes,16,3,2,0,4,2,3,3,2,1,2
1283,47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,19658,5220,3,No,11,3,3,1,27,2,3,5,2,1,0
1284,38,No,Travel_Rarely,397,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2
1285,41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,7082,11591,3,Yes,16,3,4,0,21,2,3,2,0,0,2
1286,35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,4930,13970,0,Yes,14,3,3,0,6,2,4,5,4,1,4
1287,30,No,Travel_Rarely,911,Research & Development,1,2,Medical,4,Male,76,3,1,Laboratory Technician,2,Married,3748,4077,1,No,13,3,3,0,12,6,2,12,8,1,7
1288,27,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,4,Female,90,3,2,Sales Executive,3,Single,9981,12916,1,No,14,3,4,0,7,2,3,7,7,0,7
1289,42,No,Travel_Frequently,1474,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,No,17,3,4,1,8,4,3,2,2,2,0
1290,37,Yes,Travel_Rarely,625,Sales,1,4,Life Sciences,1,Male,46,2,3,Sales Executive,3,Married,10609,14922,5,No,11,3,3,0,17,2,1,14,1,11,7
1291,39,No,Non-Travel,105,Research & Development,9,3,Life Sciences,4,Male,87,3,5,Manager,4,Single,19431,15302,2,No,13,3,3,0,21,3,2,6,0,1,3
1292,59,No,Travel_Rarely,1324,Research & Development,3,3,Medical,3,Female,81,4,1,Laboratory Technician,1,Married,2670,9964,4,Yes,20,4,1,3,12,3,2,1,0,0,0
1293,38,No,Travel_Rarely,371,Research & Development,2,3,Life Sciences,4,Male,45,3,1,Research Scientist,4,Single,3944,4306,5,Yes,11,3,3,0,6,3,3,3,2,1,2
1294,31,No,Travel_Frequently,444,Sales,5,3,Marketing,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,No,11,3,3,1,2,5,2,2,2,2,2
1295,43,No,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,Male,30,3,3,Healthcare Representative,3,Married,7510,16873,1,No,17,3,2,1,10,1,3,10,9,0,9
1296,54,No,Travel_Rarely,157,Research & Development,10,3,Medical,3,Female,77,3,2,Manufacturing Director,1,Single,4440,25198,6,Yes,19,3,4,0,9,3,3,5,2,1,4
1297,29,No,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,3,Male,76,3,1,Research Scientist,2,Married,2703,4956,0,No,23,4,4,1,6,3,3,5,4,0,4
1298,47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,No,13,3,3,3,20,2,3,5,0,0,4
1299,26,No,Travel_Rarely,703,Sales,28,2,Marketing,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,1,No,20,4,4,2,6,5,4,5,3,1,4
1300,45,No,Travel_Rarely,930,Sales,9,3,Marketing,4,Male,74,3,3,Sales Executive,1,Divorced,10761,19239,4,Yes,12,3,3,1,18,2,3,5,4,0,2
1301,29,No,Travel_Rarely,1378,Research & Development,13,2,Other,4,Male,46,2,2,Laboratory Technician,2,Married,4025,23679,4,Yes,13,3,1,1,10,2,3,4,3,0,3
1302,35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,2,Male,82,1,2,Research Scientist,4,Single,6646,19368,1,No,13,3,2,0,17,3,3,17,11,11,8
1303,42,No,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,3,Female,95,4,2,Laboratory Technician,4,Married,5231,23726,2,Yes,13,3,2,1,17,1,2,5,3,1,3
1304,40,No,Travel_Frequently,1469,Research & Development,9,4,Medical,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Yes,14,3,4,1,3,2,3,1,1,0,0
1305,31,Yes,Non-Travel,335,Research & Development,9,2,Medical,3,Male,46,2,1,Research Scientist,1,Single,2321,10322,0,Yes,22,4,1,0,4,0,3,3,2,1,2
1306,30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Yes,21,4,1,1,12,2,3,11,9,5,7
1307,30,No,Travel_Rarely,1358,Sales,16,1,Life Sciences,4,Male,96,3,2,Sales Executive,3,Married,5301,2939,8,No,15,3,3,2,4,2,2,2,1,2,2
1308,27,No,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,3,Female,85,3,1,Research Scientist,2,Single,2478,20938,1,Yes,12,3,2,0,4,2,2,4,3,1,2
1309,31,No,Travel_Rarely,525,Sales,6,4,Medical,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,No,22,4,4,2,13,4,4,7,7,5,7
1310,38,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,No,15,3,3,1,13,3,2,4,3,1,2
1311,39,No,Travel_Rarely,903,Sales,2,5,Life Sciences,1,Male,41,4,3,Sales Executive,3,Single,7880,2560,0,No,18,3,4,0,9,3,3,8,7,0,7
1312,53,No,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,No,12,3,1,1,30,2,3,15,7,6,12
1313,31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,No,19,3,2,0,10,2,3,10,9,1,8
